# Frostfuscator Mapping File
# Generated at 2026-07-20T15:10:39.862313800

# Class Mappings
    com/acme/frostfixture/NativeBridge.vmzi7YSH4ZpuQ()Ljava/lang/String; -> wx
    com/acme/frostfixture/FlowCases.YInJ3qgORy0()Ljava/lang/String; -> kq
    com/acme/frostfixture/LambdaUser.GDsHUPCL1nQnD()Ljava/lang/String; -> pp
    com/acme/frostfixture/AnnotatedEndpoint.lDoecADEZahN99()Ljava/lang/String; -> d
    com/acme/frostfixture/e.resetState()V -> arn
    com/acme/frostfixture/FixtureApp.VAUH3rcYfbxV()Ljava/lang/String; -> hb
    com/acme/frostfixture/LambdaUser.OzbC9WUavNv()Ljava/lang/String; -> pc
    com/acme/frostfixture/ResourceUser.DFDmj5pn8rSgVx()Ljava/lang/String; -> agw
    com/acme/frostfixture/AnnotatedEndpoint.MAzxViXghDI0yM()Ljava/lang/String; -> ab
    com/acme/frostfixture/GenericBox.F37C63TN00Uwfp()Ljava/lang/String; -> oh
    com/acme/frostfixture/FlowCases.kMLrlMYdFOJ9y()Ljava/lang/String; -> kr
    com/acme/frostfixture/PluginEntrypoint.zwR4sPGdKIa()Ljava/lang/String; -> yy
    com/acme/frostfixture/PluginEntrypoint.mICW9Ctgzjm3()Ljava/lang/String; -> yn
    com/acme/frostfixture/PluginEntrypoint.XfPwSqYtLl()Ljava/lang/String; -> za
    com/acme/frostfixture/h.shouldRetry(Ljava/util/Map;)Ljava/util/Map; -> atm
    com/acme/frostfixture/ApiHidingCases.eBqo6cQ4xAH356()Ljava/lang/String; -> cl
    com/acme/frostfixture/a.isReady(Ljava/util/Map;)Ljava/util/Map; -> aok
    com/acme/frostfixture/FixtureApp.ZP7kAwM2k3()Ljava/lang/String; -> hw
    com/acme/frostfixture/ServiceImpl.EKnqoCCp49()Ljava/lang/String; -> ajb
    com/acme/frostfixture/FlowCases.SzWWTY8JpEIMXj7()Ljava/lang/String; -> kw
    com/acme/frostfixture/MbaCases.aOe0axlkvJMvgge()Ljava/lang/String; -> tq
    com/acme/frostfixture/i.mergeOptions(J)J -> atv
    com/acme/frostfixture/ServiceImpl.l8tzRbSglW()Ljava/lang/String; -> akk
    com/acme/frostfixture/PluginEntrypoint.QJpY8PFC74H()Ljava/lang/String; -> yq
    com/acme/frostfixture/TracePrinter.rd8aXdJffarFd()Ljava/lang/String; -> anx
    com/acme/frostfixture/a.commitChanges(Ljava/lang/String;)Z -> aov
    com/acme/frostfixture/ResourceUser.gVY3jVzA1yijji()Ljava/lang/String; -> afo
    com/acme/frostfixture/NativeBridge.MmyQkBY7RJ()Ljava/lang/String; -> wk
    com/acme/frostfixture/MbaCases.Pry0T41beq()Ljava/lang/String; -> sk
    com/acme/frostfixture/FixtureApp.GyP9dy32G4Cj2P()Ljava/lang/String; -> ir
    com/acme/frostfixture/PluginEntrypoint.Dv0tDkjN512i()Ljava/lang/String; -> aaq
    com/acme/frostfixture/ReflectionTarget.bTKVmKe4Xv2T()Ljava/lang/String; -> acb
    com/acme/frostfixture/FlowCases.vkimWOsUNKGfz()Ljava/lang/String; -> iw
    com/acme/frostfixture/AnnotatedEndpoint.vDCwWm4rr5pnl0()Ljava/lang/String; -> bv
    com/acme/frostfixture/TracePrinter.uMtEvJtjhkxaPN()Ljava/lang/String; -> alr
    com/acme/frostfixture/ReflectionTarget.R7jaA3Ubf()Ljava/lang/String; -> aby
    com/acme/frostfixture/ResourceUser.LjDS7KNMR()Ljava/lang/String; -> ahm
    com/acme/frostfixture/PluginEntrypoint.XDeYCvePTJ1PJE()Ljava/lang/String; -> aal
    com/acme/frostfixture/PluginEntrypoint.qqBppyOG6A9OK()Ljava/lang/String; -> aak
    com/acme/frostfixture/f.isReady(Ljava/util/Map;)Ljava/util/Map; -> asb
    com/acme/frostfixture/MbaCases.Eyw75NKiO()Ljava/lang/String; -> uo
    com/acme/frostfixture/NativeBridge.t3arwfwEUMf64P()Ljava/lang/String; -> vn
    com/acme/frostfixture/GenericBox.QZyldLct7T()Ljava/lang/String; -> mu
    com/acme/frostfixture/PluginEntrypoint.jYPqkOx8K()Ljava/lang/String; -> zq
    com/acme/frostfixture/ReflectionTarget.publicName()Ljava/lang/String; -> abo
    com/acme/frostfixture/ApiHidingCases.geG9UbqA7py()Ljava/lang/String; -> dv
    com/acme/frostfixture/TracePrinter.sBTsA3rMze7zqw()Ljava/lang/String; -> alt
    com/acme/frostfixture/FlowCases.H8fUzrhhnRx()Ljava/lang/String; -> ju
    com/acme/frostfixture/ApiHidingCases.XJt6bm4ROkb()Ljava/lang/String; -> ee
    com/acme/frostfixture/LambdaUser.VhxpTdrzTGB()Ljava/lang/String; -> pi
    com/acme/frostfixture/MbaCases.mq8er2cwz1asE()Ljava/lang/String; -> ti
    com/acme/frostfixture/AnnotatedEndpoint.dxpvoVGVhO()Ljava/lang/String; -> ao
    jdk/jfr/Label.value()Ljava/lang/String; -> is
    com/acme/frostfixture/ServiceImpl.LweWj9ClzwI()Ljava/lang/String; -> akq
    com/acme/frostfixture/LambdaUser.r3tw3IkV0F9YSH()Ljava/lang/String; -> pn
    com/acme/frostfixture/PluginEntrypoint.A6rtYV7NHEMr1h()Ljava/lang/String; -> aau
    com/acme/frostfixture/PluginEntrypoint.HlG1zLZZu()Ljava/lang/String; -> zm
    com/acme/frostfixture/FlowCases.Uu6UZHd2zMv()Ljava/lang/String; -> jc
    com/acme/frostfixture/b.resolveContext(Ljava/lang/String;)Z -> apa
    com/acme/frostfixture/FixtureApp.RBiA2bINugEv()Ljava/lang/String; -> he
    com/acme/frostfixture/FlowCases.zbvzIuf9AJ2OMh()Ljava/lang/String; -> jn
    com/acme/frostfixture/w.isReady(Ljava/util/Map;)Ljava/util/Map; -> baq
    com/acme/frostfixture/AnnotatedEndpoint.znKD3Kv9qz20U()Ljava/lang/String; -> i
    com/acme/frostfixture/h.formatStatus([I)I -> atd
    com/acme/frostfixture/NativeBridge.YWkf2RdNG()Ljava/lang/String; -> wh
    com/acme/frostfixture/FlowCases.Puk5FpjDn()Ljava/lang/String; -> kd
    com/acme/frostfixture/GenericBox.PT3q7el8N72Empz()Ljava/lang/String; -> mt
    com/acme/frostfixture/AnnotatedEndpoint.SCfWgR4H4Xx3l()Ljava/lang/String; -> bz
    com/acme/frostfixture/ResourceUser.qCLBRQ5dX7X6()Ljava/lang/String; -> ahk
    com/acme/frostfixture/FlowCases.aNu0br1VT()Ljava/lang/String; -> jt
    com/acme/frostfixture/r.closeSession(I)I -> axz
    com/acme/frostfixture/ServiceImpl.BVn9RC3q77vi()Ljava/lang/String; -> ajp
    com/acme/frostfixture/ReflectionTarget.Gr1OT5xotP4mWPa()Ljava/lang/String; -> adi
    com/acme/frostfixture/ResourceUser.wd5QE7RmjJJ()Ljava/lang/String; -> agz
    com/acme/frostfixture/FlowCases.RerAzmtvknRmeS()Ljava/lang/String; -> je
    com/acme/frostfixture/TracePrinter.pbQedPJTzPs6fOR()Ljava/lang/String; -> ank
    com/acme/frostfixture/TracePrinter.YJAGDGUFlbOxMbz(Ljava/lang/String;I)Ljava/lang/String; -> alf
    com/acme/frostfixture/p.normalizeName(Ljava/util/Collection;)I -> axg
    com/acme/frostfixture/GenericBox.WVG2QEmo9dbxPiD()Ljava/lang/String; -> mv
    com/acme/frostfixture/MbaCases.z4MqpLAV5Ht3gK()Ljava/lang/String; -> sx
    com/acme/frostfixture/ResourceUser.PvZLH14G4S6()Ljava/lang/String; -> ahs
    com/acme/frostfixture/i.normalizeName(Ljava/util/Collection;)I -> auc
    com/acme/frostfixture/e.shouldRetry(Ljava/util/Map;)Ljava/util/Map; -> arp
    com/acme/frostfixture/ApiHidingCases.OrFnpQqQOz4PrvE()Ljava/lang/String; -> fj
    com/acme/frostfixture/FlowCases.yS8zQ9ZaEp()Ljava/lang/String; -> lq
    com/acme/frostfixture/GenericBox.gKZf7zFdAdgBT4()Ljava/lang/String; -> nk
    com/acme/frostfixture/i.resolveContext(Ljava/lang/String;)Z -> att
    com/acme/frostfixture/LambdaUser.FDvX32r04uowxf()Ljava/lang/String; -> ph
    com/acme/frostfixture/d.saveCache(Ljava/lang/String;)Ljava/lang/String; -> aqr
    com/acme/frostfixture/ApiHidingCases.gvFd3s0UQti()Ljava/lang/String; -> cm
    com/acme/frostfixture/q.mergeOptions(J)J -> axl
    com/acme/frostfixture/g.normalizeName(Ljava/util/Collection;)I -> asq
    com/acme/frostfixture/b.loadCache(I)I -> aoy
    com/acme/frostfixture/FixtureApp.tinyAnswer()I -> fp
    com/acme/frostfixture/FixtureApp.r0etsye5nXt2zs()Ljava/lang/String; -> ib
    com/acme/frostfixture/NativeBridge.bjt8EFOAKn7r()Ljava/lang/String; -> wv
    com/acme/frostfixture/ReflectionTarget.vJnXJsohxGu()Ljava/lang/String; -> acv
    com/acme/frostfixture/x.buildLookupKey([I)I -> bbn
    com/acme/frostfixture/LambdaUser.HfxYdDIlBFOwRw()Ljava/lang/String; -> qj
    com/acme/frostfixture/FlowCases.stmWVLrvee()Ljava/lang/String; -> kj
    com/acme/frostfixture/PluginEntrypoint.VF7EpmASy()Ljava/lang/String; -> zf
    com/acme/frostfixture/ServiceImpl.eXZDT5nDCtI()Ljava/lang/String; -> akf
    com/acme/frostfixture/AnnotatedEndpoint.id4kAFA6d()Ljava/lang/String; -> e
    com/acme/frostfixture/ApiHidingCases.GN9ESdVKho()Ljava/lang/String; -> eo
    com/acme/frostfixture/ApiHidingCases.x3BS2PjmX()Ljava/lang/String; -> eu
    com/acme/frostfixture/LambdaUser.S8JPuUczqGbcI81()Ljava/lang/String; -> qz
    com/acme/frostfixture/ResourceUser.tQifDHHFoJE0fs()Ljava/lang/String; -> ahj
    com/acme/frostfixture/TracePrinter.I4PWckfCbCpg7P()Ljava/lang/String; -> alu
    com/acme/frostfixture/FlowCases.pwcFE3ad4Py()Ljava/lang/String; -> kz
    com/acme/frostfixture/e.commitChanges(Ljava/lang/String;)Z -> ars
    com/acme/frostfixture/NativeBridge.knhu7MFn0di4()Ljava/lang/String; -> wo
    com/acme/frostfixture/LambdaUser.XW4xv1YZCmtYfu()Ljava/lang/String; -> qh
    com/acme/frostfixture/ServiceImpl.PXVs97N6riKOL()Ljava/lang/String; -> aiy
    com/acme/frostfixture/LambdaUser.yS2NrRBtvqhmvN()Ljava/lang/String; -> sh
    com/acme/frostfixture/LambdaUser.AlZtpkoV0()Ljava/lang/String; -> pg
    com/acme/frostfixture/j.countEntries()V -> aum
    com/acme/frostfixture/AnnotatedEndpoint.vJvH9tLLHYgHBdD()Ljava/lang/String; -> bf
    com/acme/frostfixture/d.countEntries()V -> aqv
    com/acme/frostfixture/GenericBox.qg8AeV0CMbQ4()Ljava/lang/String; -> mf
    com/acme/frostfixture/FixtureApp.DN5IvnQEuEVGZ()Ljava/lang/String; -> gk
    com/acme/frostfixture/x.closeSession(I)I -> bbh
    com/acme/frostfixture/c.shouldRetry(Ljava/util/Map;)Ljava/util/Map; -> aqk
    com/acme/frostfixture/GenericBox.CxoBXeLGkbH()Ljava/lang/String; -> oe
    com/acme/frostfixture/s.readProperty(Ljava/util/Collection;)I -> ayv
    com/acme/frostfixture/PluginEntrypoint.nAigtr3Ut()Ljava/lang/String; -> yp
    com/acme/frostfixture/NativeBridge.YgvKsz8kebM()Ljava/lang/String; -> vo
    com/acme/frostfixture/ReflectionTarget.woQ8KfMpiza()Ljava/lang/String; -> ack
    com/acme/frostfixture/ServiceImpl.vU8kgsxiK()Ljava/lang/String; -> aij
    com/acme/frostfixture/TracePrinter.pZsujXP2I()Ljava/lang/String; -> aoc
    com/acme/frostfixture/AnnotatedEndpoint.Falz0lrNd()Ljava/lang/String; -> g
    com/acme/frostfixture/ApiHidingCases.JeTv5AR99()Ljava/lang/String; -> cv
    com/acme/frostfixture/ServiceImpl.xXXE5ZhP4gQ()Ljava/lang/String; -> ake
    com/acme/frostfixture/PluginEntrypoint.LB79j2wuzH6P()Ljava/lang/String; -> zi
    com/acme/frostfixture/NativeBridge.WP0QT0JhgGYsh()Ljava/lang/String; -> vf
    com/acme/frostfixture/a.closeSession(I)I -> aol
    com/acme/frostfixture/g.applyDefaults(J)J -> asr
    com/acme/frostfixture/ResourceUser.BTd1NkrXImd5ED()Ljava/lang/String; -> agl
    com/acme/frostfixture/x.isReady(Ljava/util/Map;)Ljava/util/Map; -> bbg
    com/acme/frostfixture/FlowCases.DOfA6QxHBnO9()Ljava/lang/String; -> lv
    com/acme/frostfixture/ReflectionTarget.GuFY2iuLtvfugT()Ljava/lang/String; -> adx
    com/acme/frostfixture/ApiHidingCases.Z338bixjW3wxkK()Ljava/lang/String; -> ck
    com/acme/frostfixture/c.isReady(Ljava/util/Map;)Ljava/util/Map; -> aqc
    com/acme/frostfixture/ResourceUser.mC6adQTI4LVb()Ljava/lang/String; -> afb
    com/acme/frostfixture/ServiceImpl.DVW48WgS1mVR()Ljava/lang/String; -> ajm
    com/acme/frostfixture/LambdaUser.BRqImcHXMfQ()Ljava/lang/String; -> qb
    com/acme/frostfixture/x.commitChanges(Ljava/lang/String;)Z -> bbr
    com/acme/frostfixture/TracePrinter.A696uDwyBF()Ljava/lang/String; -> amj
    com/acme/frostfixture/MbaCases.BtWYIEG36b7AIg7()Ljava/lang/String; -> tz
    com/acme/frostfixture/AnnotatedEndpoint.MAWBBaJx9BKHJSG()Ljava/lang/String; -> r
    com/acme/frostfixture/FixtureApp.ACP3AbpDZT1Ej7()Ljava/lang/String; -> ge
    com/acme/frostfixture/AnnotatedEndpoint.YBrOTAkl2D873uN()Ljava/lang/String; -> aw
    com/acme/frostfixture/ReflectionTarget.MDYGlJsns()Ljava/lang/String; -> acq
    com/acme/frostfixture/GenericBox.T634q9R9MxU()Ljava/lang/String; -> ms
    com/acme/frostfixture/ServiceImpl.fxMZc4Onr()Ljava/lang/String; -> aki
    com/acme/frostfixture/TracePrinter.OnqZ0O2i5A3OR()Ljava/lang/String; -> aob
    com/acme/frostfixture/MbaCases.LVHCKgYXQRzo8V()Ljava/lang/String; -> th
    com/acme/frostfixture/ResourceUser.SjEyIHWxGaBhCD()Ljava/lang/String; -> ahr
    com/acme/frostfixture/AnnotatedEndpoint.e4BoDNYjDBSbF()Ljava/lang/String; -> ai
    com/acme/frostfixture/x.readProperty(Ljava/util/Collection;)I -> bbs
    com/acme/frostfixture/FixtureApp.MqM9eowTCTTlT5w()Ljava/lang/String; -> iq
    com/acme/frostfixture/LambdaUser.DaolnvOvoIRd7()Ljava/lang/String; -> qf
    com/acme/frostfixture/NativeBridge.t6VsV8xYLoB84a()Ljava/lang/String; -> xw
    com/acme/frostfixture/ReflectionTarget.zxvi0iyet5HpbJ()Ljava/lang/String; -> aem
    com/acme/frostfixture/GenericBox.teQoYvGVrDHp5()Ljava/lang/String; -> mr
    com/acme/frostfixture/PluginEntrypoint.EBlwHzwOW()Ljava/lang/String; -> zk
    com/acme/frostfixture/g.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> aso
    com/acme/frostfixture/ServiceImpl.rg5NiNWqVe()Ljava/lang/String; -> ajk
    com/acme/frostfixture/s.mapIdentifier(Ljava/lang/String;)Ljava/lang/String; -> ayt
    com/acme/frostfixture/MbaCases.tkEGojh0E30xDbv()Ljava/lang/String; -> uh
    com/acme/frostfixture/FlowCases.rjvEOyiRYHI1cc()Ljava/lang/String; -> lg
    com/acme/frostfixture/i.formatStatus([I)I -> atx
    com/acme/frostfixture/AnnotatedEndpoint.handle(Ljava/lang/String;)Ljava/lang/String; -> a
    com/acme/frostfixture/TracePrinter.ovtHBVOiqD2MY6e()Ljava/lang/String; -> anc
    com/acme/frostfixture/b.buildLookupKey([I)I -> apm
    com/acme/frostfixture/ApiHidingCases.FTUUeDmh7V7zZ()Ljava/lang/String; -> fb
    com/acme/frostfixture/j.resolveContext(Ljava/lang/String;)Z -> auj
    com/acme/frostfixture/MbaCases.tWXTmKI0yGo()Ljava/lang/String; -> us
    com/acme/frostfixture/FixtureApp.RDjbOmBh6u()Ljava/lang/String; -> fw
    com/acme/frostfixture/p.loadCache(I)I -> awv
    com/acme/frostfixture/t.saveCache(Ljava/lang/String;)Ljava/lang/String; -> azb
    com/acme/frostfixture/j.writeProperty(J)J -> avb
    com/acme/frostfixture/MbaCases.xSeK8caVn()Ljava/lang/String; -> ud
    com/acme/frostfixture/f.loadCache(I)I -> aru
    jdk/jfr/Period.value()Ljava/lang/String; -> is
    com/acme/frostfixture/LambdaUser.YvE36z1i2ryUg(Ljava/lang/String;I)Ljava/lang/String; -> pa
    com/acme/frostfixture/StringsAndNumbers.message(I)Ljava/lang/String; -> alb
    com/acme/frostfixture/ReflectionTarget.HzmjNjD4ZP()Ljava/lang/String; -> aei
    com/acme/frostfixture/k.resolveContext(Ljava/lang/String;)Z -> avf
    com/acme/frostfixture/AnnotatedEndpoint.X8fUPDZ3pU()Ljava/lang/String; -> bu
    com/acme/frostfixture/NativeBridge.Ydw5skPVtRbjrB8()Ljava/lang/String; -> wq
    com/acme/frostfixture/PluginEntrypoint.CLsRQJl71Zjsse()Ljava/lang/String; -> abj
    com/acme/frostfixture/ServiceImpl.LYfC6XiW3UN()Ljava/lang/String; -> aio
    com/acme/frostfixture/i.applyDefaults(J)J -> aud
    com/acme/frostfixture/PluginEntrypoint.NzR5cKHikflaQ()Ljava/lang/String; -> yv
    com/acme/frostfixture/f.closeSession(I)I -> asc
    com/acme/frostfixture/FlowCases.z8j5Co8iYIIXBpk()Ljava/lang/String; -> kx
    com/acme/frostfixture/ReflectionTarget.uHNLlzBtt9()Ljava/lang/String; -> aer
    com/acme/frostfixture/ApiHidingCases.EkuHacxwHeS()Ljava/lang/String; -> fh
    com/acme/frostfixture/s.closeSession(I)I -> ayk
    com/acme/frostfixture/g.mapIdentifier(Ljava/lang/String;)Ljava/lang/String; -> asw
    com/acme/frostfixture/FixtureApp.Nj1YHZ19rNYrDP()Ljava/lang/String; -> hs
    com/acme/frostfixture/ReflectionTarget.qJ4dcgODk7GKj()Ljava/lang/String; -> aca
    com/acme/frostfixture/GenericBox.pfrm8ZE9R()Ljava/lang/String; -> oj
    com/acme/frostfixture/j.saveCache(Ljava/lang/String;)Ljava/lang/String; -> aui
    com/acme/frostfixture/FixtureApp.OWBWrnl1G6WE7w()Ljava/lang/String; -> fx
    com/acme/frostfixture/TracePrinter.ZUjmVjUJLW()Ljava/lang/String; -> ano
    com/acme/frostfixture/LambdaUser.sBRwGYhiKb4U()Ljava/lang/String; -> pu
    com/acme/frostfixture/FlowCases.THJ1hy1hw()Ljava/lang/String; -> jd
    com/acme/frostfixture/FlowCases.H2bArEvJAO()Ljava/lang/String; -> jo
    com/acme/frostfixture/ServiceImpl.VrY2iCtCdgE()Ljava/lang/String; -> akz
    com/acme/frostfixture/PluginEntrypoint.wiX57z89G()Ljava/lang/String; -> zy
    com/acme/frostfixture/AnnotatedEndpoint.cBTxTjhHtyx60()Ljava/lang/String; -> bw
    com/acme/frostfixture/c.commitChanges(Ljava/lang/String;)Z -> aqn
    com/acme/frostfixture/AnnotatedEndpoint.GQ3w0v75ZrEJ0q()Ljava/lang/String; -> s
    com/acme/frostfixture/LambdaUser.l1fxWLTbc()Ljava/lang/String; -> rk
    com/acme/frostfixture/ServiceImpl.g8VtWRAB236()Ljava/lang/String; -> aiw
    com/acme/frostfixture/ResourceUser.mkj2CGj9vi()Ljava/lang/String; -> age
    com/acme/frostfixture/FixtureApp.l4cvOn7CHsWj8ya()Ljava/lang/String; -> gt
    com/acme/frostfixture/AnnotatedEndpoint.XDDQMuCAZxO8b()Ljava/lang/String; -> ba
    com/acme/frostfixture/j.drainQueue(I)I -> aux
    com/acme/frostfixture/FixtureApp.UOvdwCsmf()Ljava/lang/String; -> gp
    com/acme/frostfixture/PluginEntrypoint.Jwc3tS2xVMS5()Ljava/lang/String; -> aad
    com/acme/frostfixture/u.countEntries()V -> azp
    com/acme/frostfixture/AnnotatedEndpoint.LrTyQIqsDBzlU()Ljava/lang/String; -> l
    com/acme/frostfixture/FlowCases.fdMCPHZUtL()Ljava/lang/String; -> lm
    com/acme/frostfixture/w.resetState()V -> baw
    com/acme/frostfixture/NativeBridge.MQHnod7m88TN7n()Ljava/lang/String; -> ww
    com/acme/frostfixture/GenericBox.pzLEbt9ff()Ljava/lang/String; -> oo
    com/acme/frostfixture/ApiHidingCases.Yi5lPxbOqACCw7V()Ljava/lang/String; -> dq
    com/acme/frostfixture/ReflectionTarget.aL3SqAHzrjd()Ljava/lang/String; -> acx
    com/acme/frostfixture/d.isReady(Ljava/util/Map;)Ljava/util/Map; -> aqx
    com/acme/frostfixture/i.countEntries()V -> atw
    com/acme/frostfixture/c.countEntries()V -> aqa
    com/acme/frostfixture/GenericBox.a9hmIvr7ZJYfeD2()Ljava/lang/String; -> od
    com/acme/frostfixture/AnnotatedEndpoint.t2HvuhqcBZY()Ljava/lang/String; -> bx
    com/acme/frostfixture/GenericBox.pYBgQM8J4Fj()Ljava/lang/String; -> og
    jdk/jfr/Timespan.value()Ljava/lang/String; -> is
    com/acme/frostfixture/NativeBridge.oyd89T2e9jM()Ljava/lang/String; -> wi
    com/acme/frostfixture/h.loadCache(I)I -> asx
    com/acme/frostfixture/ReflectionLookup.verifyNames()Ljava/lang/String; -> abn
    com/acme/frostfixture/MbaCases.R0LP3FJlC()Ljava/lang/String; -> ta
    com/acme/frostfixture/ApiHidingCases.di68loHIsKKtA()Ljava/lang/String; -> ev
    com/acme/frostfixture/TracePrinter.j4fc4FIwfsRQT4()Ljava/lang/String; -> amy
    com/acme/frostfixture/ReflectionTarget.mxubPdYMPd9SsB()Ljava/lang/String; -> adf
    com/acme/frostfixture/ResourceUser.zbE0lAEfiO()Ljava/lang/String; -> ahv
    com/acme/frostfixture/AnnotatedEndpoint.GO9ZNhH02R47()Ljava/lang/String; -> m
    com/acme/frostfixture/j.commitChanges(Ljava/lang/String;)Z -> auz
    com/acme/frostfixture/FixtureApp.BBV8FNHu0L20C()Ljava/lang/String; -> hr
    com/acme/frostfixture/LambdaUser.UCWO9JBDKKyMpO()Ljava/lang/String; -> qk
    com/acme/frostfixture/FlowCases.Xw5dIM6M0mdds()Ljava/lang/String; -> ky
    com/acme/frostfixture/ReflectionTarget.nIfpAnt9g9()Ljava/lang/String; -> aeg
    com/acme/frostfixture/MbaCases.j6J3l7UMk()Ljava/lang/String; -> so
    com/acme/frostfixture/l.loadCache(I)I -> avg
    com/acme/frostfixture/s.resetState()V -> ayp
    com/acme/frostfixture/p.mergeOptions(J)J -> awz
    com/acme/frostfixture/e.isReady(Ljava/util/Map;)Ljava/util/Map; -> arh
    com/acme/frostfixture/AnnotatedEndpoint.SIBNFYDX3Tk()Ljava/lang/String; -> cd
    com/acme/frostfixture/GenericBox.CQuLGDw1WF42()Ljava/lang/String; -> oa
    com/acme/frostfixture/LambdaUser.RQgXHCRUc()Ljava/lang/String; -> rq
    com/acme/frostfixture/MbaCases.EZXkra2SP()Ljava/lang/String; -> ux
    com/acme/frostfixture/AnnotatedEndpoint.aeJFpnKmAOnvz()Ljava/lang/String; -> x
    com/acme/frostfixture/FlowCases.wrqrpkYHrW()Ljava/lang/String; -> lp
    com/acme/frostfixture/j.mergeOptions(J)J -> aul
    com/acme/frostfixture/o.saveCache(Ljava/lang/String;)Ljava/lang/String; -> awr
    com/acme/frostfixture/AnnotatedEndpoint.IvxHFy5GW6P7TWg()Ljava/lang/String; -> j
    com/acme/frostfixture/FixtureApp.Vd7njIW7zZWoh()Ljava/lang/String; -> hz
    com/acme/frostfixture/TracePrinter.eBCIDqkAgHVX()Ljava/lang/String; -> anu
    com/acme/frostfixture/AnnotatedEndpoint.fiRMSagYx()Ljava/lang/String; -> p
    com/acme/frostfixture/s.openSession()V -> ayx
    com/acme/frostfixture/h.applyDefaults(J)J -> atj
    com/acme/frostfixture/GenericBox.fLu6ZTpHtzc()Ljava/lang/String; -> ml
    com/acme/frostfixture/LambdaUser.prfOZhDh6d()Ljava/lang/String; -> rw
    com/acme/frostfixture/LambdaUser.PHqlJgQADJ()Ljava/lang/String; -> sg
    com/acme/frostfixture/MbaCases.unD1dzxuPNkb()Ljava/lang/String; -> tg
    com/acme/frostfixture/GenericBox.luXktUj7s()Ljava/lang/String; -> mj
    com/acme/frostfixture/j.formatStatus([I)I -> aun
    com/acme/frostfixture/a.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> aom
    com/acme/frostfixture/AnnotatedEndpoint.X5eDqNqDXDxR()Ljava/lang/String; -> bd
    com/acme/frostfixture/AnnotatedEndpoint.UezZhxCXJKk2()Ljava/lang/String; -> bi
    com/acme/frostfixture/FixtureApp.bPVjDACMVArtU6G()Ljava/lang/String; -> gr
    com/acme/frostfixture/MbaCases.Vb6vgzZfu908aj()Ljava/lang/String; -> sm
    com/acme/frostfixture/a.resolveContext(Ljava/lang/String;)Z -> aof
    com/acme/frostfixture/j.loadCache(I)I -> auh
    com/acme/frostfixture/ResourceUser.W4V5bBCJI8()Ljava/lang/String; -> agv
    com/acme/frostfixture/FixtureApp.H9xMJU2Vl0()Ljava/lang/String; -> ii
    com/acme/frostfixture/ReflectionTarget.LWBEoCmqlvmZ()Ljava/lang/String; -> acr
    com/acme/frostfixture/t.resolveContext(Ljava/lang/String;)Z -> azc
